name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
LeBron James,Cleveland Cavaliers,1/23/2016,2015,1966,1610612739,400828546,1,6,12,0,Jump Shot,2PT Field Goal,17,Chicago Bulls,-79,154,2,2,"Butler, Jimmy",8.2,6.7
LeBron James,Cleveland Cavaliers,1/19/2015,2014,1966,1610612739,400578912,2,4,42,0,Jump Shot,3PT Field Goal,24,Chicago Bulls,-79,235,4,4.5,"Butler, Jimmy",5,19.1
LeBron James,Cleveland Cavaliers,3/18/2015,2014,1966,1610612739,400579297,4,10,55,0,Jump Shot,2PT Field Goal,17,Brooklyn Nets,-164,58,2,5.6,"Bogdanovic, Bojan",4.7,12
LeBron James,Miami Heat,2/10/2013,2012,1966,1610612748,400278473,4,6,35,0,Jump Shot,3PT Field Goal,23,Los Angeles Lakers,-234,14,,,,,
LeBron James,Miami Heat,4/14/2013,2012,1966,1610612748,400278914,3,4,42,0,Jump Shot,2PT Field Goal,18,Chicago Bulls,182,14,,,,,
LeBron James,Cleveland Cavaliers,2/26/2015,2014,1966,1610612739,400579146,3,2,34,1,Jump Shot,3PT Field Goal,25,Golden State Warriors,-112,233,16,14.8,"Iguodala, Andre",6.3,6.6
LeBron James,Miami Heat,5/6/2013,2012,1966,1610612748,400464356,2,0,9,0,Jump Shot,2PT Field Goal,9,Chicago Bulls,-46,85,,,,,
LeBron James,Cleveland Cavaliers,2/26/2015,2014,1966,1610612739,400579146,3,7,59,1,Jump Shot,3PT Field Goal,24,Golden State Warriors,-163,187,5,5.8,"Thompson, Klay",3,17.3
LeBron James,Cleveland Cavaliers,3/1/2015,2014,1966,1610612739,400579175,3,0,6,0,Jump Shot,2PT Field Goal,9,Houston Rockets,9,93,17,17,"Harden, James",3.3,5
LeBron James,Miami Heat,2/12/2013,2012,1966,1610612748,400278490,3,9,28,1,Jump Shot,2PT Field Goal,17,Portland Trail Blazers,91,146,,,,,
LeBron James,Cleveland Cavaliers,2/26/2015,2014,1966,1610612739,400579146,2,8,11,1,Jump Shot,3PT Field Goal,24,Golden State Warriors,149,197,6,4.5,"Iguodala, Andre",4.1,15
LeBron James,Miami Heat,2/18/2014,2013,1966,1610612748,400489671,3,9,57,1,Jump Shot,2PT Field Goal,21,Dallas Mavericks,102,190,7,6,"Marion, Shawn",4.5,17.4
LeBron James,Miami Heat,6/18/2013,2012,1966,1610612748,400467338,1,7,17,1,Jump Shot,2PT Field Goal,18,San Antonio Spurs,-122,140,,,,,
LeBron James,Cleveland Cavaliers,2/26/2015,2014,1966,1610612739,400579146,4,3,11,1,Jump Shot,2PT Field Goal,5,Golden State Warriors,20,56,4,8.4,"Green, Draymond",0.9,1.6
LeBron James,Cleveland Cavaliers,1/12/2016,2015,1966,1610612739,400828462,1,8,34,1,Jump Shot,3PT Field Goal,24,Dallas Mavericks,-45,239,1,3,"Parsons, Chandler",5.4,9.8
LeBron James,Cleveland Cavaliers,6/2/2016,2015,1966,1610612739,400878154,3,1,3,0,Jump Shot,2PT Field Goal,18,Golden State Warriors,-34,183,0,0,,0,0
LeBron James,Miami Heat,2/14/2013,2012,1966,1610612748,400278507,2,0,24,1,Jump Shot,3PT Field Goal,24,Oklahoma City Thunder,-171,172,,,,,
LeBron James,Cleveland Cavaliers,2/26/2015,2014,1966,1610612739,400579146,3,1,15,0,Jump Shot,3PT Field Goal,25,Golden State Warriors,189,178,6,7.9,"Iguodala, Andre",5.3,5.6
LeBron James,Cleveland Cavaliers,2/26/2015,2014,1966,1610612739,400579146,3,7,46,0,Jump Shot,3PT Field Goal,30,Golden State Warriors,7,301,0,1,"Thompson, Klay",5.2,18
LeBron James,Cleveland Cavaliers,2/26/2015,2014,1966,1610612739,400579146,4,1,38,0,Jump Shot,3PT Field Goal,26,Golden State Warriors,138,222,21,20.1,"Iguodala, Andre",4.6,4
LeBron James,Cleveland Cavaliers,2/26/2015,2014,1966,1610612739,400579146,4,3,44,0,Jump Shot,2PT Field Goal,16,Golden State Warriors,-142,88,1,5.9,"Iguodala, Andre",4.5,3.5
LeBron James,Cleveland Cavaliers,3/19/2018,2017,1966,1610612739,400975796,4,5,0,1,Jump Shot,2PT Field Goal,18,Milwaukee Bucks,-145,114,0,0,,0,0
LeBron James,Miami Heat,2/14/2013,2012,1966,1610612748,400278507,4,6,4,0,Jump Shot,3PT Field Goal,25,Oklahoma City Thunder,113,227,,,,,
LeBron James,Cleveland Cavaliers,2/26/2015,2014,1966,1610612739,400579146,3,5,53,0,Jump Shot,3PT Field Goal,25,Golden State Warriors,-163,201,2,3.8,"Iguodala, Andre",2.8,13.1
LeBron James,Cleveland Cavaliers,2/26/2015,2014,1966,1610612739,400579146,3,9,14,0,Jump Shot,3PT Field Goal,25,Golden State Warriors,-138,214,6,6.2,"Barnes, Harrison",5,17.1
LeBron James,Miami Heat,4/21/2013,2012,1966,1610612748,400459775,4,4,22,0,Jump Shot,3PT Field Goal,24,Milwaukee Bucks,-224,108,,,,,
LeBron James,Cleveland Cavaliers,4/10/2015,2014,1966,1610612739,400579470,3,10,8,0,Jump Shot,3PT Field Goal,27,Boston Celtics,173,214,5,5.7,"Turner, Evan",6.3,17.6
LeBron James,Cleveland Cavaliers,1/13/2015,2014,1966,1610612739,400578862,3,6,33,0,Jump Shot,3PT Field Goal,24,Phoenix Suns,-194,142,1,7.1,"Tucker, PJ",4,17.4
LeBron James,Cleveland Cavaliers,12/25/2014,2014,1966,1610612739,400578721,1,0,28,0,Jump Shot,3PT Field Goal,24,Miami Heat,6,249,0,0,,0,0
LeBron James,Cleveland Cavaliers,2/20/2015,2014,1966,1610612739,400579101,1,0,57,0,Jump Shot,2PT Field Goal,9,Washington Wizards,70,69,10,10.7,"Butler, Rasual",4.4,15
LeBron James,Cleveland Cavaliers,12/17/2015,2015,1966,1610612739,400828271,3,5,24,0,Jump Shot,2PT Field Goal,6,Oklahoma City Thunder,37,52,1,2,"Adams, Steven",3.2,9.3
LeBron James,Cleveland Cavaliers,12/17/2015,2015,1966,1610612739,400828271,4,2,25,0,Jump Shot,2PT Field Goal,14,Oklahoma City Thunder,-142,-33,5,13.2,"Durant, Kevin",5.6,0.5
LeBron James,Miami Heat,2/20/2013,2012,1966,1610612748,400278522,2,3,49,1,Jump Shot,3PT Field Goal,26,Atlanta Hawks,230,131,,,,,
LeBron James,Cleveland Cavaliers,12/25/2014,2014,1966,1610612739,400578721,4,1,15,1,Jump Shot,3PT Field Goal,27,Miami Heat,-205,189,0,0,,0,0
LeBron James,Cleveland Cavaliers,1/30/2018,2017,1966,1610612739,400975493,3,5,32,0,Jump Shot,3PT Field Goal,27,Detroit Pistons,-163,227,0,0,,0,0
LeBron James,Miami Heat,6/18/2013,2012,1966,1610612748,400467338,1,4,45,1,Jump Shot,2PT Field Goal,22,San Antonio Spurs,136,178,,,,,
LeBron James,Miami Heat,4/25/2013,2012,1966,1610612748,400459793,1,3,30,1,Jump Shot,2PT Field Goal,13,Milwaukee Bucks,2,132,,,,,
LeBron James,Miami Heat,4/23/2013,2012,1966,1610612748,400459786,4,8,59,0,Jump Shot,2PT Field Goal,11,Milwaukee Bucks,0,119,,,,,
LeBron James,Miami Heat,2/20/2013,2012,1966,1610612748,400278522,3,5,34,0,Jump Shot,3PT Field Goal,25,Atlanta Hawks,77,241,,,,,
LeBron James,Cleveland Cavaliers,12/25/2014,2014,1966,1610612739,400578721,4,8,18,0,Jump Shot,3PT Field Goal,24,Miami Heat,-198,148,0,0,,0,0
LeBron James,Miami Heat,4/23/2013,2012,1966,1610612748,400459786,2,0,22,1,Jump Shot,2PT Field Goal,4,Milwaukee Bucks,29,33,,,,,
LeBron James,Cleveland Cavaliers,12/25/2014,2014,1966,1610612739,400578721,4,0,43,0,Jump Shot,3PT Field Goal,27,Miami Heat,-196,192,0,0,,0,0
LeBron James,Miami Heat,4/23/2013,2012,1966,1610612748,400459786,3,0,0,0,Jump Shot,3PT Field Goal,37,Milwaukee Bucks,-30,373,,,,,
LeBron James,Cleveland Cavaliers,12/25/2014,2014,1966,1610612739,400578721,2,2,6,0,Jump Shot,3PT Field Goal,23,Miami Heat,-228,58,0,0,,0,0
LeBron James,Cleveland Cavaliers,12/25/2014,2014,1966,1610612739,400578721,4,6,59,0,Jump Shot,3PT Field Goal,24,Miami Heat,122,217,0,0,,0,0
LeBron James,Miami Heat,4/23/2013,2012,1966,1610612748,400459786,3,5,53,0,Jump Shot,3PT Field Goal,24,Milwaukee Bucks,-198,143,,,,,
LeBron James,Cleveland Cavaliers,12/25/2014,2014,1966,1610612739,400578721,1,9,35,0,Jump Shot,3PT Field Goal,25,Miami Heat,-193,162,0,0,,0,0
LeBron James,Miami Heat,2/21/2013,2012,1966,1610612748,400278529,3,3,21,1,Jump Shot,2PT Field Goal,21,Chicago Bulls,-27,214,,,,,
LeBron James,Cleveland Cavaliers,3/3/2015,2014,1966,1610612739,400579183,1,1,58,0,Jump Shot,2PT Field Goal,21,Boston Celtics,-202,72,13,11.4,"Bass, Brandon",0.9,2.9
LeBron James,Cleveland Cavaliers,4/10/2015,2014,1966,1610612739,400579470,2,6,9,0,Jump Shot,2PT Field Goal,20,Boston Celtics,-166,115,19,15.4,"Bass, Brandon",3.8,6.2
LeBron James,Miami Heat,5/26/2013,2012,1966,1610612748,400466596,1,3,8,0,Jump Shot,2PT Field Goal,5,Indiana Pacers,6,56,,,,,
LeBron James,Miami Heat,4/25/2013,2012,1966,1610612748,400459793,1,2,7,0,Jump Shot,2PT Field Goal,13,Milwaukee Bucks,54,121,,,,,
LeBron James,Cleveland Cavaliers,4/19/2015,2014,1966,1610612739,400790905,4,1,45,0,Jump Shot,2PT Field Goal,19,Boston Celtics,103,162,0,1.4,"Turner, Evan",3.2,1.3
LeBron James,Cleveland Cavaliers,4/19/2015,2014,1966,1610612739,400790905,4,10,51,0,Jump Shot,2PT Field Goal,18,Boston Celtics,-150,115,1,4.9,"Crowder, Jae",4.9,8.9
LeBron James,Miami Heat,4/25/2013,2012,1966,1610612748,400459793,1,10,41,1,Jump Shot,3PT Field Goal,24,Milwaukee Bucks,209,127,,,,,
LeBron James,Cleveland Cavaliers,5/27/2016,2015,1966,1610612739,400876896,2,4,57,1,Jump Shot,3PT Field Goal,23,Toronto Raptors,-233,-19,0,0,,0,0
LeBron James,Cleveland Cavaliers,3/27/2015,2014,1966,1610612739,400579370,4,9,19,0,Jump Shot,3PT Field Goal,24,Brooklyn Nets,67,238,10,10.4,"Plumlee, Mason",4.8,6
LeBron James,Miami Heat,4/25/2013,2012,1966,1610612748,400459793,1,9,55,0,Jump Shot,3PT Field Goal,26,Milwaukee Bucks,-7,263,,,,,
LeBron James,Miami Heat,2/23/2013,2012,1966,1610612748,400278546,3,6,8,1,Jump Shot,2PT Field Goal,18,Philadelphia 76ers,185,-21,,,,,
LeBron James,Cleveland Cavaliers,4/3/2018,2017,1966,1610612739,400975902,3,1,26,0,Jump Shot,3PT Field Goal,25,Toronto Raptors,-41,252,0,0,,0,0
LeBron James,Miami Heat,2/18/2014,2013,1966,1610612748,400489671,3,0,41,1,Jump Shot,3PT Field Goal,25,Dallas Mavericks,135,219,0,1,"Harris, Devin",8.1,13.5
LeBron James,Cleveland Cavaliers,4/19/2015,2014,1966,1610612739,400790905,4,7,47,0,Jump Shot,3PT Field Goal,26,Boston Celtics,-179,190,5,6.8,"Bass, Brandon",5.1,4.3
LeBron James,Cleveland Cavaliers,4/19/2015,2014,1966,1610612739,400790905,3,2,47,0,Jump Shot,2PT Field Goal,15,Boston Celtics,-141,56,7,11.1,"Crowder, Jae",2.5,5.3
LeBron James,Miami Heat,2/3/2014,2013,1966,1610612748,400489586,2,0,0,0,Jump Shot,3PT Field Goal,40,Detroit Pistons,-43,400,2,1.6,"Smith, Josh",1,0
LeBron James,Miami Heat,2/24/2013,2012,1966,1610612748,400278553,2,5,1,0,Jump Shot,2PT Field Goal,17,Cleveland Cavaliers,-112,134,,,,,
LeBron James,Cleveland Cavaliers,1/13/2015,2014,1966,1610612739,400578862,1,1,32,0,Jump Shot,3PT Field Goal,25,Phoenix Suns,-56,244,0,2,"Morris, Marcus",3.3,8.3
LeBron James,Cleveland Cavaliers,1/13/2015,2014,1966,1610612739,400578862,4,8,21,1,Jump Shot,3PT Field Goal,24,Phoenix Suns,-177,165,1,4.6,"Tucker, PJ",7.9,12.3
LeBron James,Cleveland Cavaliers,1/12/2016,2015,1966,1610612739,400828462,4,0,59,0,Jump Shot,2PT Field Goal,12,Dallas Mavericks,-122,28,3,8.4,"Williams, Deron",1.9,2.9
LeBron James,Miami Heat,2/24/2013,2012,1966,1610612748,400278553,3,4,9,1,Jump Shot,2PT Field Goal,7,Cleveland Cavaliers,47,63,,,,,
LeBron James,Cleveland Cavaliers,1/13/2015,2014,1966,1610612739,400578862,1,7,7,1,Jump Shot,3PT Field Goal,28,Phoenix Suns,182,219,0,3.7,"Tucker, PJ",4.5,5.8
LeBron James,Cleveland Cavaliers,12/9/2014,2014,1966,1610612739,400578600,1,1,45,0,Jump Shot,2PT Field Goal,12,Toronto Raptors,-7,127,3,4,"Fields, Landry",3.5,9.9
LeBron James,Miami Heat,3/3/2014,2013,1966,1610612748,400489766,4,5,17,0,Jump Shot,3PT Field Goal,24,Charlotte Hornets,-136,200,2,7.2,"Douglas-Roberts, Chris",2.3,10.4
LeBron James,Miami Heat,6/18/2013,2012,1966,1610612748,400467338,2,0,23,0,Jump Shot,3PT Field Goal,24,San Antonio Spurs,218,113,,,,,
LeBron James,Miami Heat,5/26/2013,2012,1966,1610612748,400466596,2,4,46,1,Jump Shot,2PT Field Goal,14,Indiana Pacers,-147,0,,,,,
LeBron James,Miami Heat,4/25/2013,2012,1966,1610612748,400459793,2,0,0,1,Jump Shot,2PT Field Goal,18,Milwaukee Bucks,149,105,,,,,
LeBron James,Cleveland Cavaliers,1/13/2015,2014,1966,1610612739,400578862,4,0,21,0,Jump Shot,3PT Field Goal,25,Phoenix Suns,-131,216,3,3.1,"Tucker, PJ",2.9,20.8
LeBron James,Miami Heat,5/26/2013,2012,1966,1610612748,400466596,3,11,36,0,Jump Shot,2PT Field Goal,16,Indiana Pacers,168,14,,,,,
LeBron James,Cleveland Cavaliers,1/12/2016,2015,1966,1610612739,400828462,3,7,37,0,Jump Shot,3PT Field Goal,25,Dallas Mavericks,48,249,3,2.8,"Parsons, Chandler",6.5,15.5
LeBron James,Miami Heat,4/25/2013,2012,1966,1610612748,400459793,3,2,23,0,Jump Shot,2PT Field Goal,19,Milwaukee Bucks,-185,53,,,,,
LeBron James,Miami Heat,6/18/2013,2012,1966,1610612748,400467338,3,1,46,0,Jump Shot,2PT Field Goal,7,San Antonio Spurs,73,30,,,,,
LeBron James,Cleveland Cavaliers,1/13/2015,2014,1966,1610612739,400578862,4,2,14,0,Jump Shot,3PT Field Goal,25,Phoenix Suns,215,135,2,8.3,"Tucker, PJ",4.3,2.4
LeBron James,Miami Heat,2/26/2013,2012,1966,1610612748,400278565,4,11,1,0,Jump Shot,2PT Field Goal,13,Sacramento Kings,-111,80,,,,,
LeBron James,Cleveland Cavaliers,1/13/2015,2014,1966,1610612739,400578862,1,9,33,0,Jump Shot,3PT Field Goal,24,Phoenix Suns,89,230,3,5.3,"Tucker, PJ",4.7,20.2
LeBron James,Miami Heat,4/25/2013,2012,1966,1610612748,400459793,3,3,1,1,Jump Shot,3PT Field Goal,25,Milwaukee Bucks,-205,159,,,,,
LeBron James,Miami Heat,6/18/2013,2012,1966,1610612748,400467338,2,2,18,0,Jump Shot,2PT Field Goal,15,San Antonio Spurs,81,137,,,,,
LeBron James,Cleveland Cavaliers,1/30/2018,2017,1966,1610612739,400975493,2,6,32,1,Jump Shot,3PT Field Goal,23,Detroit Pistons,-189,147,0,0,,0,0
LeBron James,Cleveland Cavaliers,3/4/2015,2014,1966,1610612739,400579192,3,1,58,0,Jump Shot,3PT Field Goal,23,Toronto Raptors,-235,6,0,1,"Valanciunas, Jonas",7.5,21.3
LeBron James,Cleveland Cavaliers,5/4/2015,2014,1966,1610612739,400793121,1,4,27,1,Jump Shot,2PT Field Goal,18,Chicago Bulls,-131,137,6,7.6,"Butler, Jimmy",4.6,14.9
LeBron James,Miami Heat,2/26/2013,2012,1966,1610612748,400278565,6,3,14,1,Jump Shot,3PT Field Goal,25,Sacramento Kings,-202,148,,,,,
LeBron James,Miami Heat,3/1/2013,2012,1966,1610612748,400278588,1,10,17,1,Jump Shot,3PT Field Goal,25,Memphis Grizzlies,18,254,,,,,
LeBron James,Cleveland Cavaliers,5/4/2015,2014,1966,1610612739,400793121,1,7,35,0,Jump Shot,2PT Field Goal,7,Chicago Bulls,-41,60,4,5.2,"Butler, Jimmy",2.6,12.8
LeBron James,Cleveland Cavaliers,12/17/2015,2015,1966,1610612739,400828271,1,10,26,1,Jump Shot,3PT Field Goal,25,Oklahoma City Thunder,110,228,6,6.3,"Ibaka, Serge",5.1,3.9
LeBron James,Cleveland Cavaliers,5/27/2016,2015,1966,1610612739,400876896,1,5,34,1,Jump Shot,3PT Field Goal,27,Toronto Raptors,222,154,0,0,,0,0
LeBron James,Miami Heat,3/1/2013,2012,1966,1610612748,400278588,4,10,26,0,Jump Shot,2PT Field Goal,19,Memphis Grizzlies,105,167,,,,,
LeBron James,Miami Heat,3/1/2013,2012,1966,1610612748,400278588,4,0,24,1,Jump Shot,3PT Field Goal,25,Memphis Grizzlies,-78,241,,,,,
LeBron James,Cleveland Cavaliers,6/5/2016,2015,1966,1610612739,400878155,3,0,2,0,Jump Shot,3PT Field Goal,25,Golden State Warriors,-212,149,0,0,,0,0
LeBron James,Miami Heat,4/28/2013,2012,1966,1610612748,400459955,1,9,27,0,Jump Shot,2PT Field Goal,18,Milwaukee Bucks,-168,69,,,,,
LeBron James,Miami Heat,4/8/2014,2013,1966,1610612748,400490031,1,5,28,0,Jump Shot,3PT Field Goal,25,Brooklyn Nets,159,194,0,0.8,"Johnson, Joe",6.8,19.6
LeBron James,Miami Heat,4/25/2013,2012,1966,1610612748,400459793,4,10,30,0,Jump Shot,3PT Field Goal,27,Milwaukee Bucks,42,268,,,,,
LeBron James,Miami Heat,4/28/2013,2012,1966,1610612748,400459955,1,7,22,0,Jump Shot,2PT Field Goal,8,Milwaukee Bucks,29,77,,,,,
LeBron James,Miami Heat,3/3/2013,2012,1966,1610612748,400278600,3,7,51,1,Jump Shot,2PT Field Goal,18,New York Knicks,125,143,,,,,
LeBron James,Cleveland Cavaliers,11/20/2017,2017,1966,1610612739,400974993,1,7,44,1,Jump Shot,3PT Field Goal,26,Detroit Pistons,-144,221,0,0,,0,0
LeBron James,Miami Heat,6/18/2013,2012,1966,1610612748,400467338,3,4,38,0,Jump Shot,3PT Field Goal,24,San Antonio Spurs,138,203,,,,,
LeBron James,Miami Heat,4/28/2013,2012,1966,1610612748,400459955,3,4,46,0,Jump Shot,2PT Field Goal,17,Milwaukee Bucks,-171,45,,,,,
LeBron James,Miami Heat,3/3/2013,2012,1966,1610612748,400278600,4,2,0,0,Jump Shot,3PT Field Goal,23,New York Knicks,-183,153,,,,,
LeBron James,Miami Heat,3/3/2013,2012,1966,1610612748,400278600,4,0,32,0,Jump Shot,2PT Field Goal,17,New York Knicks,-105,142,,,,,
LeBron James,Miami Heat,1/9/2014,2013,1966,1610612748,400489402,3,7,50,0,Jump Shot,3PT Field Goal,24,New York Knicks,217,119,1,1.5,"Felton, Raymond",7.8,20.8
LeBron James,Miami Heat,3/6/2014,2013,1966,1610612748,400489787,3,5,49,0,Jump Shot,3PT Field Goal,25,San Antonio Spurs,129,219,1,4.3,"Parker, Tony",9.4,18.2
LeBron James,Miami Heat,5/10/2013,2012,1966,1610612748,400464359,4,2,35,1,Jump Shot,3PT Field Goal,24,Chicago Bulls,-171,181,,,,,
LeBron James,Miami Heat,3/4/2013,2012,1966,1610612748,400278612,3,10,34,0,Jump Shot,3PT Field Goal,25,Minnesota Timberwolves,124,220,,,,,
LeBron James,Miami Heat,3/6/2013,2012,1966,1610612748,400278623,1,5,2,1,Jump Shot,2PT Field Goal,19,Orlando Magic,127,154,,,,,
LeBron James,Cleveland Cavaliers,3/3/2015,2014,1966,1610612739,400579183,2,0,0,0,Jump Shot,3PT Field Goal,40,Boston Celtics,7,405,0,1.1,"Crowder, Jae",16.2,0
LeBron James,Miami Heat,5/10/2013,2012,1966,1610612748,400464359,4,10,15,0,Jump Shot,3PT Field Goal,24,Chicago Bulls,-71,236,,,,,
LeBron James,Miami Heat,4/28/2013,2012,1966,1610612748,400459955,3,6,41,1,Jump Shot,2PT Field Goal,11,Milwaukee Bucks,81,82,,,,,
LeBron James,Cleveland Cavaliers,6/5/2016,2015,1966,1610612739,400878155,3,0,33,1,Jump Shot,3PT Field Goal,25,Golden State Warriors,119,228,0,0,,0,0
LeBron James,Miami Heat,4/28/2013,2012,1966,1610612748,400459955,2,6,37,1,Jump Shot,2PT Field Goal,18,Milwaukee Bucks,-180,7,,,,,
LeBron James,Cleveland Cavaliers,3/7/2015,2014,1966,1610612739,400579216,3,8,3,1,Jump Shot,2PT Field Goal,20,Phoenix Suns,-187,94,1,2.7,"Tucker, PJ",3.1,10.6
LeBron James,Cleveland Cavaliers,11/18/2016,2016,1966,1610612739,400899625,3,11,9,0,Jump Shot,2PT Field Goal,21,Detroit Pistons,-210,7,0,0,,0,0
LeBron James,Miami Heat,3/6/2013,2012,1966,1610612748,400278623,4,1,8,0,Jump Shot,3PT Field Goal,24,Orlando Magic,-213,127,,,,,
LeBron James,Miami Heat,4/28/2013,2012,1966,1610612748,400459955,2,0,15,0,Jump Shot,3PT Field Goal,27,Milwaukee Bucks,-168,220,,,,,
LeBron James,Cleveland Cavaliers,3/3/2015,2014,1966,1610612739,400579183,2,9,38,0,Jump Shot,2PT Field Goal,16,Boston Celtics,118,118,2,3,"Jerebko, Jonas",4.8,11.7
LeBron James,Cleveland Cavaliers,3/3/2015,2014,1966,1610612739,400579183,3,5,27,0,Jump Shot,2PT Field Goal,3,Boston Celtics,-29,12,9,8.7,"Turner, Evan",2,14.9
LeBron James,Miami Heat,2/1/2014,2013,1966,1610612748,400489578,1,0,44,1,Jump Shot,3PT Field Goal,25,New York Knicks,-62,244,7,6.7,"Anthony, Carmelo",5.9,18
LeBron James,Miami Heat,3/8/2013,2012,1966,1610612748,400278641,2,2,14,0,Jump Shot,2PT Field Goal,19,Philadelphia 76ers,146,131,,,,,
LeBron James,Miami Heat,3/8/2013,2012,1966,1610612748,400278641,3,11,24,0,Jump Shot,3PT Field Goal,24,Philadelphia 76ers,-218,116,,,,,
LeBron James,Cleveland Cavaliers,11/23/2015,2015,1966,1610612739,400828090,3,7,10,0,Jump Shot,3PT Field Goal,25,Orlando Magic,-158,200,5,5.1,"Harris, Tobias",5.2,15.6
LeBron James,Miami Heat,3/8/2013,2012,1966,1610612748,400278641,3,0,0,1,Jump Shot,3PT Field Goal,25,Philadelphia 76ers,192,168,,,,,
LeBron James,Cleveland Cavaliers,12/12/2014,2014,1966,1610612739,400578628,4,6,24,1,Jump Shot,3PT Field Goal,26,New Orleans Pelicans,118,235,5,6.6,"Cunningham, Dante",4.1,11.3
LeBron James,Miami Heat,4/28/2013,2012,1966,1610612748,400459955,3,0,1,0,Jump Shot,3PT Field Goal,25,Milwaukee Bucks,-221,124,,,,,
LeBron James,Miami Heat,4/28/2013,2012,1966,1610612748,400459955,3,1,12,1,Jump Shot,2PT Field Goal,16,Milwaukee Bucks,-142,89,,,,,
LeBron James,Cleveland Cavaliers,6/16/2015,2014,1966,1610612739,400796850,1,10,0,0,Jump Shot,3PT Field Goal,24,Golden State Warriors,-228,77,0,1,"Green, Draymond",4,3.1
LeBron James,Miami Heat,3/10/2013,2012,1966,1610612748,400278658,3,7,17,1,Jump Shot,2PT Field Goal,19,Indiana Pacers,-141,137,,,,,
LeBron James,Cleveland Cavaliers,11/20/2017,2017,1966,1610612739,400974993,1,4,38,1,Jump Shot,3PT Field Goal,25,Detroit Pistons,-92,234,0,0,,0,0
LeBron James,Cleveland Cavaliers,12/12/2014,2014,1966,1610612739,400578628,3,2,17,1,Jump Shot,2PT Field Goal,19,New Orleans Pelicans,-166,104,0,6.9,"Babbitt, Luke",3.9,5.6
LeBron James,Cleveland Cavaliers,6/16/2015,2014,1966,1610612739,400796850,2,11,18,0,Jump Shot,2PT Field Goal,5,Golden State Warriors,-41,41,13,12.3,"Ezeli, Festus",2.4,13.3
LeBron James,Cleveland Cavaliers,12/12/2014,2014,1966,1610612739,400578628,3,3,58,1,Jump Shot,2PT Field Goal,21,New Orleans Pelicans,146,164,1,8,"Babbitt, Luke",4.5,4.2
LeBron James,Miami Heat,3/12/2013,2012,1966,1610612748,400278672,1,2,2,0,Jump Shot,3PT Field Goal,24,Atlanta Hawks,-128,209,,,,,
LeBron James,Cleveland Cavaliers,12/15/2015,2015,1966,1610612739,400828254,4,7,31,0,Jump Shot,3PT Field Goal,24,Boston Celtics,-150,198,14,19.1,"Crowder, Jae",6.7,4.3
LeBron James,Cleveland Cavaliers,12/12/2014,2014,1966,1610612739,400578628,3,6,20,0,Jump Shot,2PT Field Goal,15,New Orleans Pelicans,43,151,9,9.1,"Babbitt, Luke",3,12.1
LeBron James,Cleveland Cavaliers,12/12/2014,2014,1966,1610612739,400578628,4,4,54,1,Jump Shot,2PT Field Goal,17,New Orleans Pelicans,94,148,17,15.8,"Holiday, Jrue",5,7.7
LeBron James,Cleveland Cavaliers,12/12/2014,2014,1966,1610612739,400578628,1,1,2,1,Jump Shot,2PT Field Goal,20,New Orleans Pelicans,-163,121,0,3.9,"Babbitt, Luke",4.5,9.2
LeBron James,Miami Heat,3/12/2013,2012,1966,1610612748,400278672,3,11,41,0,Jump Shot,3PT Field Goal,25,Atlanta Hawks,-157,197,,,,,
LeBron James,Cleveland Cavaliers,12/12/2014,2014,1966,1610612739,400578628,3,1,14,1,Jump Shot,3PT Field Goal,24,New Orleans Pelicans,-182,167,0,4.9,"Babbitt, Luke",3.4,5
LeBron James,Miami Heat,4/28/2013,2012,1966,1610612748,400459955,4,4,54,1,Jump Shot,2PT Field Goal,10,Milwaukee Bucks,-106,0,,,,,
LeBron James,Miami Heat,2/1/2012,2011,1966,1610612748,320201015,3,10,13,0,Layup Shot,2PT Field Goal,0,Milwaukee Bucks,1,6,,,,,
LeBron James,Cleveland Cavaliers,12/12/2014,2014,1966,1610612739,400578628,1,8,2,1,Layup Shot,2PT Field Goal,2,New Orleans Pelicans,15,19,3,2.7,"Babbitt, Luke",2.2,19.9
LeBron James,Miami Heat,3/4/2011,2010,1966,1610612748,310304024,2,2,53,1,Layup Shot,2PT Field Goal,1,San Antonio Spurs,-13,3,,,,,
LeBron James,Cleveland Cavaliers,11/10/2014,2014,1966,1610612739,400578390,3,8,55,0,Layup Shot,2PT Field Goal,1,New Orleans Pelicans,-7,11,5,4.1,"Holiday, Jrue",0,19.6
LeBron James,Miami Heat,1/24/2012,2011,1966,1610612748,320124014,3,3,19,0,Layup Shot,2PT Field Goal,2,Cleveland Cavaliers,-15,23,,,,,
LeBron James,Miami Heat,3/28/2014,2013,1966,1610612748,400489952,2,1,20,0,Layup Shot,2PT Field Goal,1,Detroit Pistons,1,12,1,2.2,"Monroe, Greg",1.6,19.5
LeBron James,Miami Heat,1/2/2012,2011,1966,1610612748,320102014,1,11,38,1,Layup Shot,2PT Field Goal,1,Atlanta Hawks,-11,1,,,,,
LeBron James,Cleveland Cavaliers,12/12/2014,2014,1966,1610612739,400578628,1,2,7,0,Layup Shot,2PT Field Goal,1,New Orleans Pelicans,9,17,3,6.9,"Ajinca, Alexis",1.8,11.2
